Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region,type_label,region_ordinal,region_frequency,region_target
2016-07-10,1.53,13.475947874828837,52540.83,371003.98,15608.55,127546.22,118624.54,1894.09,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-07-03,1.23,13.78945331769294,55651.48,371003.98,15608.55,149294.73,143295.47,378.93,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-06-26,1.18,13.664887555227695,80280.37,371003.98,15608.55,120603.83,115880.76,457.23,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-06-19,1.2,13.690032807526526,64899.84,371003.98,15608.55,103646.95,99766.0,1867.44,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-06-12,1.3,13.555241517980168,50498.4,371003.98,15608.55,101084.18,98096.94,2213.29,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-06-05,1.2,13.694024973827062,31728.98,371003.98,15608.55,101565.6,96845.23,3216.39,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-05-29,1.15,13.773195449303687,36554.49,371003.98,15608.55,133790.81,129034.96,3359.7,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-05-22,1.11,13.714436287662778,36568.67,371003.98,15608.55,130127.26,121785.52,6544.59,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-05-15,1.04,13.743374577080116,49039.58,371003.98,15608.55,114084.93,108571.35,4797.75,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-05-08,0.97,13.789927207034268,43166.45,371003.98,15608.55,145940.1,137880.91,4997.64,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-05-01,1.0,13.699294107072944,39249.49,371003.98,15608.55,107823.24,101940.66,4166.66,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-04-24,1.08,13.686891707592075,34134.42,371003.98,15608.55,101521.49,96823.55,4684.93,13.01,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-04-17,1.08,13.724954141103128,47878.48,371003.98,15608.55,108693.54,101842.17,4806.9,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-04-10,1.11,13.555006098985915,49679.26,371003.98,15608.55,102558.9,91081.44,9926.52,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-04-03,1.15,13.476129536928578,36211.71,371003.98,15608.55,79443.89,75467.12,3947.19,29.58,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-03-27,0.9,13.671162082508447,33748.25,371003.98,15608.55,99573.02,95288.6,4221.71,62.71,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-03-20,1.11,13.554870647942755,36017.62,371003.98,15608.55,97127.74,93973.32,3147.06,7.36,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-03-13,1.0,13.621680099095778,39540.49,371003.98,15608.55,88620.56,86428.9,2191.66,0.0,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-03-06,1.13,13.603958230600504,35309.42,371003.98,15608.55,87829.53,85606.7,2222.83,0.0,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-02-28,1.15,13.568270068485448,32414.21,371003.98,15608.55,92680.33,90777.56,1902.77,0.0,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-02-21,1.09,13.530939694013533,39220.29,371003.98,15608.55,103715.1,93141.66,10558.8,14.64,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-02-14,1.0,13.596261550559275,45558.04,371003.98,15608.55,125171.13,106296.76,18322.72,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-02-07,0.82,13.879563512796107,68454.39,371003.98,15608.55,151635.74,129791.42,21748.61,95.71,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-01-31,1.12,13.559446641556802,35213.93,371003.98,15608.55,93310.7,92124.35,1186.35,0.0,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-01-24,1.01,13.584877404469207,23862.94,371003.98,15608.55,90661.34,88261.04,2400.3,0.0,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-01-17,1.11,13.56501315297178,35099.73,371003.98,15608.55,103379.39,87560.47,15802.25,16.67,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-01-10,1.08,13.646237399340338,44289.03,371003.98,15608.55,122380.7,82670.76,39333.27,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-01-03,0.93,13.825132270471912,77301.31,371003.98,15608.55,113924.91,80769.55,21615.36,331.25,conventional,2016.0,Chicago,0,8,338,1.5567751479289942
2016-12-25,0.82,12.529564391784167,2168.67,102227.29,970.48,171021.51,26984.7,54881.92,0.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-12-18,0.99,12.28711008905914,2279.61,100542.31,1472.39,112586.99,23082.87,54881.92,18.44,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-12-11,0.77,12.49936598284758,2474.73,101664.01,753.56,163273.91,21944.83,54881.92,38.54,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-12-04,0.7,12.784421525427279,2443.73,132792.54,2845.22,218535.89,24193.8,54881.92,23.18,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-11-27,1.09,12.118209596880266,1811.14,75977.47,690.05,104697.6,19930.04,54881.92,65.28,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-11-20,0.98,12.397416297219038,2013.39,85407.77,853.46,153899.48,23679.23,54881.92,0.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-11-13,1.07,12.425504918562845,2998.06,92084.04,899.73,153091.07,23980.47,54881.92,6.21,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-11-06,1.08,12.385200064827325,2895.96,91902.63,1003.69,143431.35,16151.12,54881.92,86.61,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-10-30,1.02,12.395337706971743,2125.55,89381.04,841.37,149323.28,11631.4,54881.92,0.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-10-23,0.96,12.520171453174493,2790.12,94637.5,1181.38,175195.0,18785.57,54881.92,1.56,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-10-16,1.07,12.416345442904,6797.94,89324.91,1275.42,149403.66,32352.58,54881.92,0.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-10-09,1.01,12.531124813548347,3166.45,100995.03,1223.02,171435.07,21810.18,54881.92,0.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-10-02,1.03,12.543962163048455,3206.27,105492.75,1380.85,170316.25,22840.83,54881.92,3.13,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-09-25,1.09,12.501746845677467,3821.72,112149.61,1396.32,151437.79,23812.95,54881.92,0.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-09-18,0.96,12.573690981528976,6195.29,112907.19,1335.29,168419.37,30495.85,54881.92,0.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-09-11,1.04,12.493958034811687,5370.62,122058.81,1567.4,137723.06,29123.32,54881.92,80.0,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-09-04,1.12,12.437423702929676,3789.59,117600.22,2099.28,128570.23,25361.2,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-08-28,1.13,12.465139402266988,3862.97,126642.16,1683.71,126954.22,27933.66,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-08-21,1.07,12.453698289716058,3838.13,118303.09,1922.26,132131.58,28706.18,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-08-14,1.03,12.521798951513045,4691.0,125988.41,2661.69,140908.88,35321.59,54881.92,38.13,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-08-07,1.03,12.491992140554585,5244.48,130022.01,3143.09,127786.48,27221.7,54881.92,11.27,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-07-31,1.07,12.447806049811295,4322.1,129945.29,3804.63,116617.91,27836.86,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-07-24,1.1,12.484445433239815,4346.75,133484.48,7052.87,119310.61,25436.76,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-07-17,1.05,12.544482967136512,5441.72,136098.54,6998.74,132003.19,25789.15,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-07-10,1.06,12.494301630897818,4664.36,149184.73,6514.15,106448.31,23189.21,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-07-03,0.84,12.707403536642374,4595.22,168217.2,6496.41,150873.57,28096.15,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-06-26,0.92,12.543369149492564,4553.86,161667.16,9805.14,104203.73,24577.2,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-06-19,0.91,12.647961481950755,7033.21,154162.39,14007.18,135924.78,25143.66,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-06-12,1.05,12.379078150690026,7943.24,149994.79,7051.08,72784.42,23417.1,46347.93,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-06-05,0.85,12.645443276417243,4642.74,174172.12,15608.55,107779.99,19176.89,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-05-29,0.84,12.499970460169544,4644.3,164356.12,7148.83,92179.11,20884.04,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-05-22,0.82,12.43076990920797,4092.03,144150.98,6810.54,95334.18,18281.32,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-05-15,0.88,12.43055162476346,3505.82,151116.33,15608.55,73747.47,14077.5,53944.28,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-05-08,0.86,12.657925510527427,4411.26,183121.83,15608.55,108920.28,17361.66,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-05-01,0.94,12.361288472172813,4132.98,156007.26,9601.89,63838.87,17965.35,44324.0,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-04-24,0.94,12.293389005174534,4307.62,141433.59,9484.48,63021.68,19112.22,41934.57,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-04-17,0.93,12.338032228508876,3369.9,141000.09,15608.55,58377.15,16055.57,36551.04,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-04-10,0.89,12.256341572932966,4234.86,125252.7,8960.13,71862.08,21423.87,49093.66,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-04-03,0.89,12.160920142043214,3481.07,109917.36,10846.9,66924.01,13780.66,50468.58,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-03-27,0.9,12.326017343111017,3097.47,131467.29,15608.55,74729.97,18832.18,52163.65,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-03-20,0.9,12.323605605475787,3139.27,132074.69,15608.55,73298.71,18928.9,50472.61,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-03-13,0.88,12.259166677615962,3172.25,126850.83,7482.64,73399.04,19111.28,52395.6,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-03-06,0.85,12.36526736847052,3704.39,129150.5,15608.55,77342.64,17632.22,54219.12,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-02-28,0.87,12.335320991491376,4252.39,129161.49,15608.55,77972.58,18382.22,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-02-21,0.86,12.15662280882465,3480.46,117328.79,5551.81,63988.52,17167.72,45673.76,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-02-14,0.86,12.342404101814966,3898.22,144374.76,8008.86,72929.5,18358.96,53192.11,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-02-07,0.81,12.619303753381658,4898.28,177380.94,15608.55,89909.05,22076.72,54881.92,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-01-31,0.94,12.220994262405384,3261.74,133276.52,12917.42,53550.02,16807.25,33496.41,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-01-24,0.89,12.438446387270545,1985.08,155256.89,15608.55,71394.02,19633.53,47199.01,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-01-17,0.86,12.340873563216634,3683.42,142145.57,7457.43,75574.37,20728.35,53232.61,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-01-10,0.92,12.296406006947784,3115.25,151374.26,7200.14,57217.17,17942.34,37684.81,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-01-03,0.9,12.312843086775624,2730.97,149327.89,15608.55,51550.99,12613.38,29550.02,331.25,conventional,2016.0,CincinnatiDayton,0,9,338,1.2092011834319527
2016-12-25,1.07,11.825793589226835,54284.13,24334.73,1538.2,56576.06,55083.7,1459.35,33.01,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-12-18,1.06,11.78541727231068,55604.5,31791.33,2522.96,41403.48,38839.35,2461.41,102.72,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-12-11,0.98,11.880037403500335,79158.83,19836.1,1302.46,44057.56,41890.61,2155.38,11.57,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-12-04,0.84,12.378513464882614,108397.57,42477.66,5532.03,81232.04,76008.08,5158.75,65.21,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-11-27,1.1,11.807883279898816,58518.04,19133.76,1296.49,55357.68,53684.96,1671.27,1.45,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-11-20,1.33,11.672491398664508,50017.12,21270.55,1335.91,44675.58,43073.72,1601.86,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-11-13,1.38,11.668352330126467,52996.11,26129.41,1460.24,36228.89,34146.46,2082.43,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-11-06,1.41,11.645784856852822,55230.85,23397.14,1603.54,33976.41,32556.59,1419.82,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-10-30,1.1,11.839107293632894,75422.45,16016.58,1373.56,45753.14,43902.77,1850.37,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-10-23,1.11,11.962931149096502,84696.78,21559.06,1763.25,48812.02,46730.56,2081.46,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-10-16,1.31,11.723103485882412,53963.92,22128.29,1875.36,45421.2,43150.55,2270.65,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-10-09,1.33,11.702173395625653,55586.23,23318.96,1900.96,40026.9,36596.53,3430.37,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-10-02,1.3,11.722386719099715,54053.13,25747.7,2077.48,41422.05,36952.51,4469.54,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-09-25,1.14,11.931503422645886,70129.37,37333.99,2426.04,42089.48,41377.97,711.51,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-09-18,1.07,12.0283762959554,85331.98,26634.72,2505.47,52966.15,51334.31,1631.84,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-09-11,1.06,12.085601199334441,89423.71,25412.5,2345.13,60118.14,58343.14,1755.0,20.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-09-04,1.06,11.991413251752238,73011.64,29161.53,2616.16,56572.91,55935.18,466.29,171.44,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-08-28,1.07,12.036226822133731,71113.29,34419.8,2593.07,60631.82,57069.78,1842.04,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-08-21,1.2,11.945471940077924,69616.32,33284.86,2841.74,48373.79,42940.86,4122.93,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-08-14,1.17,12.022533327565974,71827.16,34064.69,3156.71,57414.27,53549.37,3864.9,0.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-08-07,1.18,12.009343151099793,70942.5,37215.94,3955.17,52167.95,38682.96,13474.99,10.0,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-07-31,1.21,11.943443055867064,71526.03,31744.13,4294.96,46239.22,38377.9,7260.37,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-07-24,1.15,12.062988109448838,73713.02,34227.26,6083.87,59311.01,46627.28,8564.06,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-07-17,1.18,11.985516306992796,69177.04,38319.06,6345.7,46571.69,38846.97,2931.27,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-07-10,1.06,12.048036067035511,80019.89,36096.76,5812.55,48833.51,32848.9,11536.73,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-07-03,0.94,12.36724002209162,118888.22,38361.79,6699.07,71026.24,62163.78,4656.27,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-06-26,1.04,12.215650233656074,99552.74,37201.77,10852.83,54316.38,45985.7,4847.72,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-06-19,1.13,12.056534453473839,64425.61,36827.16,15000.42,55966.92,45124.02,6081.41,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-06-12,1.13,12.005422033199688,65443.12,32052.99,8090.3,58052.24,49307.2,6081.58,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-06-05,1.07,12.07281047380531,62727.64,38734.74,15608.55,47750.39,35846.32,6408.19,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-05-29,0.93,12.214777745960102,95063.05,36787.21,7985.33,61912.03,53230.25,6885.94,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-05-22,0.83,12.256122492156887,105959.95,37763.5,6777.98,59762.27,48049.79,9991.52,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-05-15,0.84,12.216037827758207,76164.88,47725.96,15608.55,57074.5,33941.16,18532.83,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-05-08,0.9,12.212089358754813,90444.73,46435.26,15608.55,45161.52,26507.5,15137.8,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-05-01,0.71,12.321704391042626,111020.2,47074.43,9592.54,56828.31,48051.43,7485.91,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-04-24,0.72,12.397842963517872,132004.8,35758.91,10151.42,64362.32,54682.15,8238.93,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-04-17,0.97,12.05632377185706,56381.07,48784.24,15608.55,39643.89,27199.14,7590.56,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-04-10,0.96,11.819719411497221,57345.34,27302.54,9075.23,42181.98,31689.31,9453.96,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-04-03,0.95,11.90172683431318,50791.46,28964.32,15608.55,46722.38,22994.03,21163.82,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-03-27,1.01,11.941612380988419,46922.11,32127.84,15608.55,45109.32,21567.71,20098.73,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-03-20,1.04,11.93539949769718,46047.38,35537.84,15608.55,42454.58,22445.88,16153.49,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-03-13,1.05,11.851147241681831,47503.75,31781.65,15608.55,42292.84,26468.1,14097.62,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-03-06,0.95,12.065814795212994,49586.89,42501.52,15608.55,46460.34,23754.04,17567.37,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-02-28,1.03,11.950977536617152,48902.44,41405.76,15608.55,36159.75,22422.88,10262.4,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-02-21,1.05,11.744581164934333,46771.81,36674.01,15608.55,26863.77,19800.56,6111.41,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-02-14,0.91,12.066701951607357,82198.65,38935.77,15608.55,35671.05,27386.88,7182.14,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-02-07,0.81,12.362677254865215,99884.81,55303.67,15608.55,42525.46,30226.47,6961.25,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-01-31,0.92,12.062851775455847,78646.7,38158.3,15608.55,33039.85,21259.66,9258.85,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-01-24,0.89,12.27006289139232,95511.64,43916.93,15608.55,38437.03,28562.22,4435.73,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-01-17,1.03,11.810105414448232,52491.11,30084.71,15608.55,31098.18,23123.14,6492.6,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-01-10,0.97,12.007487734417804,82729.5,33601.78,15608.55,29742.31,21493.26,6988.68,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-01-03,0.91,12.169279347818721,86025.77,40616.88,15608.55,33191.28,18463.39,6208.46,331.25,conventional,2016.0,Columbus,0,10,338,1.2527810650887576
2016-12-25,0.76,13.879563512796107,276269.395,313572.54,3069.14,269325.465,204070.045,2661.1,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-12-18,0.69,13.879563512796107,276269.395,250532.87,2578.35,269325.465,204070.045,2246.16,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-12-11,0.69,13.879563512796107,276269.395,188669.07,3182.11,269325.465,204070.045,2393.13,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-12-04,0.69,13.879563512796107,276269.395,187180.3,3035.64,269325.465,204070.045,2664.83,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-11-27,0.9,13.654848973121764,276269.395,158734.01,2459.77,245077.06,204070.045,2390.64,62.6,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-11-20,1.0,13.721449352866221,276269.395,183916.45,2767.57,220453.44,204070.045,746.62,212.46,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-11-13,1.08,13.703462575407288,276269.395,199890.31,3946.67,210000.26,204070.045,160.63,113.13,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-11-06,1.14,13.704473460961974,276269.395,163205.79,1932.2,216300.66,204070.045,273.66,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-10-30,1.14,13.593719491629784,276269.395,156225.53,2502.45,209814.99,204070.045,806.01,68.82,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-10-23,1.08,13.809479819562519,276269.395,240421.45,3183.27,269325.465,204070.045,4850.5,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-10-16,0.99,13.836322273998336,276269.395,188632.73,2336.58,269325.465,204070.045,3145.82,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-10-09,0.93,13.879563512796107,276269.395,283336.68,5584.96,269325.465,204070.045,2677.15,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-10-02,0.95,13.848259431561761,276269.395,186983.98,1901.89,269325.465,204070.045,4185.65,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-09-25,0.92,13.879563512796107,276269.395,228335.93,1797.85,269325.465,204070.045,25698.26,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-09-18,0.8,13.879563512796107,276269.395,269041.4,2164.71,269325.465,204070.045,5993.16,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-09-11,0.79,13.879563512796107,276269.395,230292.68,2193.26,269325.465,204070.045,9088.35,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-09-04,0.74,13.879563512796107,276269.395,256376.46,2742.25,269325.465,204070.045,5723.11,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-08-28,0.74,13.879563512796107,276269.395,255433.56,2998.26,269325.465,204070.045,2461.88,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-08-21,0.77,13.879563512796107,276269.395,231496.65,4763.04,269325.465,204070.045,902.68,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-08-14,0.88,13.879563512796107,276269.395,240643.34,3600.78,269325.465,204070.045,3256.28,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-08-07,0.83,13.879563512796107,276269.395,241321.5,3385.24,269325.465,204070.045,14711.9,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-07-31,0.88,13.879563512796107,276269.395,213925.85,4548.4,269325.465,204070.045,19284.9,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-07-24,0.94,13.879563512796107,276269.395,228112.66,4388.77,269325.465,204070.045,14107.32,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-07-17,0.96,13.879563512796107,276269.395,210287.21,7622.87,269325.465,204070.045,2984.62,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-07-10,0.91,13.879563512796107,276269.395,205087.04,15608.55,269325.465,204070.045,8348.85,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-07-03,0.89,13.879563512796107,276269.395,273911.29,15608.55,269325.465,204070.045,16194.53,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-06-26,0.85,13.879563512796107,276269.395,213129.74,15608.55,269325.465,204070.045,7080.82,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-06-19,0.87,13.879563512796107,276269.395,250585.11,15608.55,269325.465,204070.045,12776.78,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-06-12,0.84,13.879563512796107,276269.395,219368.82,15608.55,269325.465,204070.045,12923.71,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-06-05,0.82,13.879563512796107,276269.395,313963.93,15608.55,269325.465,204070.045,8707.09,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-05-29,0.77,13.879563512796107,276269.395,292600.25,15608.55,269325.465,204070.045,10985.08,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-05-22,0.7,13.879563512796107,276269.395,352914.52,15608.55,269325.465,204070.045,21095.15,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
2016-05-15,0.71,13.879563512796107,276269.395,308643.7,15608.55,269325.465,204070.045,16387.52,331.25,conventional,2016.0,DallasFtWorth,0,11,338,1.0855917159763315
